Date : 2026-01-24 18:26:42
Directory : /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode
Total : 1122 files,  1165357 codes, 206681 comments, 93290 blanks, all 1465328 lines

Languages
+--------------+------------+------------+------------+------------+------------+
| language     | files      | code       | comment    | blank      | total      |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Examples/ARM/arm_graphic_equalizer_example/RTE/Device/ARMCM3/system_ARMCM3.c                | C            |         19 |         38 |         12 |         69 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Examples/ARM/arm_graphic_equalizer_example/RTE/Device/ARMCM4_FP/startup_ARMCM4.s            | ARM          |        108 |         22 |         34 |        164 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Examples/ARM/arm_graphic_equalizer_example/RTE/Device/ARMCM4_FP/system_ARMCM4.c             | C            |         32 |         38 |         14 |         84 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Examples/ARM/arm_graphic_equalizer_example/RTE/Device/ARMCM7_SP/startup_ARMCM7.s            | ARM          |        108 |         22 |         34 |        164 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Examples/ARM/arm_graphic_equalizer_example/RTE/Device/ARMCM7_SP/system_ARMCM7.c             | C            |         34 |         38 |         14 |         86 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Examples/ARM/arm_graphic_equalizer_example/arm_graphic_equalizer_data.c                     | C            |         86 |         42 |          7 |        135 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Examples/ARM/arm_graphic_equalizer_example/arm_graphic_equalizer_example_q31.c              | C            |        170 |        181 |         61 |        412 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Examples/ARM/arm_graphic_equalizer_example/math_helper.c                                    | C            |        209 |        170 |         88 |        467 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Examples/ARM/arm_graphic_equalizer_example/math_helper.h                                    | C++          |         18 |         40 |          6 |         64 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Examples/ARM/arm_linear_interp_example/RTE/Device/ARMCM0/startup_ARMCM0.s                   | ARM          |        104 |         22 |         34 |        160 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Examples/ARM/arm_linear_interp_example/RTE/Device/ARMCM0/system_ARMCM0.c                    | C            |         13 |         35 |          9 |         57 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Examples/ARM/arm_linear_interp_example/RTE/Device/ARMCM3/startup_ARMCM3.s                   | ARM          |        108 |         22 |         34 |        164 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Examples/ARM/arm_linear_interp_example/RTE/Device/ARMCM3/system_ARMCM3.c                    | C            |         19 |         38 |         12 |         69 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Examples/ARM/arm_linear_interp_example/RTE/Device/ARMCM4_FP/startup_ARMCM4.s                | ARM          |        108 |         22 |         34 |        164 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Examples/ARM/arm_linear_interp_example/RTE/Device/ARMCM4_FP/system_ARMCM4.c                 | C            |         32 |         38 |         14 |         84 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Examples/ARM/arm_linear_interp_example/RTE/Device/ARMCM7_SP/startup_ARMCM7.s                | ARM          |        108 |         22 |         34 |        164 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Examples/ARM/arm_linear_interp_example/RTE/Device/ARMCM7_SP/system_ARMCM7.c                 | C            |         34 |         38 |         14 |         86 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Examples/ARM/arm_linear_interp_example/arm_linear_interp_data.c                             | C            |     23,564 |         46 |          7 |     23,617 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Examples/ARM/arm_linear_interp_example/arm_linear_interp_example_f32.c                      | C            |         55 |        125 |         25 |        205 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Examples/ARM/arm_linear_interp_example/math_helper.c                                        | C            |        209 |        170 |         88 |        467 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Examples/ARM/arm_linear_interp_example/math_helper.h                                        | C++          |         18 |         40 |          6 |         64 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Examples/ARM/arm_matrix_example/RTE/Device/ARMCM0/startup_ARMCM0.s                          | ARM          |        104 |         22 |         34 |        160 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Examples/ARM/arm_matrix_example/RTE/Device/ARMCM0/system_ARMCM0.c                           | C            |         13 |         35 |          9 |         57 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Examples/ARM/arm_matrix_example/RTE/Device/ARMCM3/startup_ARMCM3.s                          | ARM          |        108 |         22 |         34 |        164 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Examples/ARM/arm_matrix_example/RTE/Device/ARMCM3/system_ARMCM3.c                           | C            |         19 |         38 |         12 |         69 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Examples/ARM/arm_matrix_example/RTE/Device/ARMCM4_FP/startup_ARMCM4.s                       | ARM          |        108 |         22 |         34 |        164 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Examples/ARM/arm_matrix_example/RTE/Device/ARMCM4_FP/system_ARMCM4.c                        | C            |         32 |         38 |         14 |         84 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Examples/ARM/arm_matrix_example/RTE/Device/ARMCM7_SP/startup_ARMCM7.s                       | ARM          |        108 |         22 |         34 |        164 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Examples/ARM/arm_matrix_example/RTE/Device/ARMCM7_SP/system_ARMCM7.c                        | C            |         34 |         38 |         14 |         86 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Examples/ARM/arm_matrix_example/arm_matrix_example_f32.c                                    | C            |         68 |        128 |         38 |        234 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Examples/ARM/arm_matrix_example/math_helper.c                                               | C            |        209 |        170 |         88 |        467 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Examples/ARM/arm_matrix_example/math_helper.h                                               | C++          |         18 |         40 |          6 |         64 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Examples/ARM/arm_signal_converge_example/RTE/Device/ARMCM0/startup_ARMCM0.s                 | ARM          |        104 |         22 |         34 |        160 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Examples/ARM/arm_signal_converge_example/RTE/Device/ARMCM0/system_ARMCM0.c                  | C            |         13 |         35 |          9 |         57 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Examples/ARM/arm_signal_converge_example/RTE/Device/ARMCM3/startup_ARMCM3.s                 | ARM          |        108 |         22 |         34 |        164 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Examples/ARM/arm_signal_converge_example/RTE/Device/ARMCM3/system_ARMCM3.c                  | C            |         19 |         38 |         12 |         69 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Examples/ARM/arm_signal_converge_example/RTE/Device/ARMCM4_FP/startup_ARMCM4.s              | ARM          |        108 |         22 |         34 |        164 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Examples/ARM/arm_signal_converge_example/RTE/Device/ARMCM4_FP/system_ARMCM4.c               | C            |         32 |         38 |         14 |         84 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Examples/ARM/arm_signal_converge_example/RTE/Device/ARMCM7_SP/startup_ARMCM7.s              | ARM          |        108 |         22 |         34 |        164 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Examples/ARM/arm_signal_converge_example/RTE/Device/ARMCM7_SP/system_ARMCM7.c               | C            |         34 |         38 |         14 |         86 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Examples/ARM/arm_signal_converge_example/arm_signal_converge_data.c                         | C            |        208 |         51 |         11 |        270 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Examples/ARM/arm_signal_converge_example/arm_signal_converge_example_f32.c                  | C            |         68 |        148 |         44 |        260 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Examples/ARM/arm_signal_converge_example/math_helper.c                                      | C            |        209 |        170 |         88 |        467 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Examples/ARM/arm_signal_converge_example/math_helper.h                                      | C++          |         18 |         40 |          6 |         64 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Examples/ARM/arm_sin_cos_example/RTE/Device/ARMCM0/startup_ARMCM0.s                         | ARM          |        104 |         22 |         34 |        160 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Examples/ARM/arm_sin_cos_example/RTE/Device/ARMCM0/system_ARMCM0.c                          | C            |         13 |         35 |          9 |         57 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Examples/ARM/arm_sin_cos_example/RTE/Device/ARMCM3/startup_ARMCM3.s                         | ARM          |        108 |         22 |         34 |        164 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Examples/ARM/arm_sin_cos_example/RTE/Device/ARMCM3/system_ARMCM3.c                          | C            |         19 |         38 |         12 |         69 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Examples/ARM/arm_sin_cos_example/RTE/Device/ARMCM4_FP/startup_ARMCM4.s                      | ARM          |        108 |         22 |         34 |        164 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Examples/ARM/arm_sin_cos_example/RTE/Device/ARMCM4_FP/system_ARMCM4.c                       | C            |         32 |         38 |         14 |         84 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Examples/ARM/arm_sin_cos_example/RTE/Device/ARMCM7_SP/startup_ARMCM7.s                      | ARM          |        108 |         22 |         34 |        164 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Examples/ARM/arm_sin_cos_example/RTE/Device/ARMCM7_SP/system_ARMCM7.c                       | C            |         34 |         38 |         14 |         86 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Examples/ARM/arm_sin_cos_example/arm_sin_cos_example_f32.c                                  | C            |         42 |         94 |         26 |        162 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Examples/ARM/arm_variance_example/CMakeLists.txt                                            | CMake        |         31 |          0 |         15 |         46 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Examples/ARM/arm_variance_example/RTE/Device/ARMCM0/startup_ARMCM0.s                        | ARM          |        104 |         22 |         34 |        160 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Examples/ARM/arm_variance_example/RTE/Device/ARMCM0/system_ARMCM0.c                         | C            |         13 |         35 |          9 |         57 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Examples/ARM/arm_variance_example/RTE/Device/ARMCM3/startup_ARMCM3.s                        | ARM          |        108 |         22 |         34 |        164 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Examples/ARM/arm_variance_example/RTE/Device/ARMCM3/system_ARMCM3.c                         | C            |         19 |         38 |         12 |         69 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Examples/ARM/arm_variance_example/RTE/Device/ARMCM4_FP/startup_ARMCM4.s                     | ARM          |        108 |         22 |         34 |        164 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Examples/ARM/arm_variance_example/RTE/Device/ARMCM4_FP/system_ARMCM4.c                      | C            |         32 |         38 |         14 |         84 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Examples/ARM/arm_variance_example/RTE/Device/ARMCM7_SP/startup_ARMCM7.s                     | ARM          |        108 |         22 |         34 |        164 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Examples/ARM/arm_variance_example/RTE/Device/ARMCM7_SP/system_ARMCM7.c                      | C            |         34 |         38 |         14 |         86 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Examples/ARM/arm_variance_example/arm_variance_example_f32.c                                | C            |         62 |        122 |         42 |        226 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Examples/ARM/boot/RTE_Components.h                                                          | C++          |          3 |          0 |          2 |          5 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Include/arm_common_tables.h                                                                 | C++          |        264 |         30 |         85 |        379 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Include/arm_const_structs.h                                                                 | C++          |         32 |         28 |          7 |         67 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Include/arm_math.h                                                                          | C++          |      3,067 |      3,258 |      1,037 |      7,362 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/PythonWrapper/cmsisdsp_pkg/src/cmsismodule.c                                                | C            |        303 |         52 |         53 |        408 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/PythonWrapper/cmsisdsp_pkg/src/cmsismodule.h                                                | C++          |     10,383 |        210 |      4,768 |     15,361 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/PythonWrapper/cmsisdsp_pkg/src/fftinit.c                                                    | C            |        134 |         69 |         59 |        262 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Source/BasicMathFunctions/BasicMathFunctions.c                                              | C            |         35 |         27 |          2 |         64 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Source/BasicMathFunctions/CMakeLists.txt                                                    | CMake        |          7 |          0 |         10 |         17 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Source/BasicMathFunctions/arm_abs_f32.c                                                     | C            |         44 |         72 |         31 |        147 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Source/BasicMathFunctions/arm_abs_q15.c                                                     | C            |         53 |         57 |         23 |        133 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Source/BasicMathFunctions/arm_abs_q31.c                                                     | C            |         53 |         57 |         23 |        133 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Source/BasicMathFunctions/arm_abs_q7.c                                                      | C            |         53 |         59 |         23 |        135 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Source/BasicMathFunctions/arm_add_f32.c                                                     | C            |         47 |         71 |         28 |        146 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Source/BasicMathFunctions/arm_add_q15.c                                                     | C            |         45 |         60 |         22 |        127 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Source/BasicMathFunctions/arm_add_q31.c                                                     | C            |         28 |         58 |         23 |        109 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Source/BasicMathFunctions/arm_add_q7.c                                                      | C            |         32 |         58 |         20 |        110 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Source/BasicMathFunctions/arm_dot_prod_f32.c                                                | C            |         55 |         75 |         34 |        164 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Source/BasicMathFunctions/arm_dot_prod_q15.c                                                | C            |         35 |         66 |         20 |        121 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Source/BasicMathFunctions/arm_dot_prod_q31.c                                                | C            |         30 |         63 |         23 |        116 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Source/BasicMathFunctions/arm_dot_prod_q7.c                                                 | C            |         45 |         72 |         23 |        140 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Source/BasicMathFunctions/arm_mult_f32.c                                                    | C            |         47 |         71 |         31 |        149 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Source/BasicMathFunctions/arm_mult_q15.c                                                    | C            |         55 |         64 |         25 |        144 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Source/BasicMathFunctions/arm_mult_q31.c                                                    | C            |         39 |         58 |         23 |        120 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Source/BasicMathFunctions/arm_mult_q7.c                                                     | C            |         39 |         59 |         22 |        120 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Source/BasicMathFunctions/arm_negate_f32.c                                                  | C            |         43 |         72 |         31 |        146 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Source/BasicMathFunctions/arm_negate_q15.c                                                  | C            |         43 |         59 |         25 |        127 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Source/BasicMathFunctions/arm_negate_q31.c                                                  | C            |         53 |         57 |         23 |        133 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Source/BasicMathFunctions/arm_negate_q7.c                                                   | C            |         45 |         57 |         25 |        127 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Source/BasicMathFunctions/arm_offset_f32.c                                                  | C            |         44 |         73 |         31 |        148 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Source/BasicMathFunctions/arm_offset_q15.c                                                  | C            |         41 |         59 |         22 |        122 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Source/BasicMathFunctions/arm_offset_q31.c                                                  | C            |         48 |         58 |         23 |        129 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Source/BasicMathFunctions/arm_offset_q7.c                                                   | C            |         36 |         59 |         22 |        117 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Source/BasicMathFunctions/arm_scale_f32.c                                                   | C            |         44 |         86 |         30 |        160 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Source/BasicMathFunctions/arm_scale_q15.c                                                   | C            |         56 |         64 |         25 |        145 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Source/BasicMathFunctions/arm_scale_q31.c                                                   | C            |         97 |         65 |         30 |        192 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Source/BasicMathFunctions/arm_scale_q7.c                                                    | C            |         46 |         61 |         23 |        130 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Source/BasicMathFunctions/arm_shift_q15.c                                                   | C            |         99 |         70 |         33 |        202 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Source/BasicMathFunctions/arm_shift_q31.c                                                   | C            |         71 |         83 |         28 |        182 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Source/BasicMathFunctions/arm_shift_q7.c                                                    | C            |         79 |         70 |         27 |        176 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Source/BasicMathFunctions/arm_sub_f32.c                                                     | C            |         47 |         71 |         31 |        149 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Source/BasicMathFunctions/arm_sub_q15.c                                                     | C            |         45 |         60 |         22 |        127 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Source/BasicMathFunctions/arm_sub_q31.c                                                     | C            |         28 |         58 |         23 |        109 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Source/BasicMathFunctions/arm_sub_q7.c                                                      | C            |         32 |         58 |         20 |        110 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Source/CMakeLists.txt                                                                       | CMake        |        185 |          0 |         39 |        224 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Source/CommonTables/CMakeLists.txt                                                          | CMake        |         17 |          0 |         15 |         32 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Source/CommonTables/CommonTables.c                                                          | C            |          2 |         27 |          3 |         32 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Source/CommonTables/arm_common_tables.c                                                     | C            |     56,268 |        789 |        159 |     57,216 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Source/CommonTables/arm_const_structs.c                                                     | C            |        392 |         35 |         60 |        487 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Source/ComplexMathFunctions/CMakeLists.txt                                                  | CMake        |          7 |          0 |         10 |         17 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Source/ComplexMathFunctions/ComplexMathFunctions.c                                          | C            |         18 |         27 |          2 |         47 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Source/ComplexMathFunctions/arm_cmplx_conj_f32.c                                            | C            |         49 |         81 |         32 |        162 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Source/ComplexMathFunctions/arm_cmplx_conj_q15.c                                            | C            |         71 |         57 |         30 |        158 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Source/ComplexMathFunctions/arm_cmplx_conj_q31.c                                            | C            |         58 |         57 |         23 |        138 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Source/ComplexMathFunctions/arm_cmplx_dot_prod_f32.c                                        | C            |        102 |         89 |         43 |        234 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Source/ComplexMathFunctions/arm_cmplx_dot_prod_q15.c                                        | C            |         68 |         61 |         26 |        155 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Source/ComplexMathFunctions/arm_cmplx_dot_prod_q31.c                                        | C            |         68 |         60 |         26 |        154 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Source/ComplexMathFunctions/arm_cmplx_mag_f32.c                                             | C            |         69 |         80 |         40 |        189 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Source/ComplexMathFunctions/arm_cmplx_mag_q15.c                                             | C            |         75 |         58 |         30 |        163 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Source/ComplexMathFunctions/arm_cmplx_mag_q31.c                                             | C            |         49 |         57 |         25 |        131 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Source/ComplexMathFunctions/arm_cmplx_mag_squared_f32.c                                     | C            |         69 |         79 |         37 |        185 |
| /home/jennifer/repos/Doorchime-CR2-VSCode/Application/CR2-VSCode/Drivers/CMSIS/DSP/Source/ComplexMathFunctions/arm_cmplx_mag_squared_q15.c                                     | C            |         75 |         58 |         29 |        162 |
